;protractor A;
t;θ;
0.000000E0;-5.202764E1
3.322222E-2;9.378801E0
6.644444E-2;4.696646E1
9.966667E-2;-3.971217E0
1.328889E-1;-3.220943E1
1.661111E-1;1.382717E1
1.993333E-1;3.052838E1
2.325556E-1;-3.935582E0
2.657778E-1;-1.890246E1
2.990000E-1;1.138242E1
3.322222E-1;2.216033E1
3.654444E-1;-7.260090E0
3.986667E-1;-1.272916E1
4.318889E-1;1.447655E1
4.651111E-1;1.293069E1
4.983333E-1;-7.714784E0
5.315556E-1;-3.484527E0
5.647778E-1;1.138242E1
5.980000E-1;7.109895E0
6.312222E-1;-6.091875E0
6.644444E-1;1.860121E-1
6.976667E-1;1.043691E1
7.308889E-1;3.894009E0
7.641111E-1;-3.971217E0
7.973333E-1;3.894009E0
8.305556E-1;8.684580E0
8.637778E-1;1.249417E0
8.970000E-1;-1.930136E0
9.302222E-1;4.421299E0
9.634444E-1;6.053925E0
9.966667E-1;1.237967E0
